992, 1205, 16, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0447447093945946, 108.0, 0
113, 873, 13, 1.0, 6.828427076339722, 2.0, 0.125, 0.6666666666666666, 1.1283791670955126, 0.0467900629151757, 127.0, 0
410, 427, 16, 43.0, 37.3137081861496, 0.7692307692307693, 0.33076923076923076, 0.7747747747747747, 7.399277020331919, 0.07553744015303758, 111.0, 0
442, 968, 7, 13.0, 14.828427076339722, 1.0, 0.52, 0.9285714285714286, 4.068428945128219, 0.05969085805190131, 110.0, 0
832, 1126, 18, 69.5, 35.899494767189026, 0.8333333333333334, 0.5791666666666667, 0.9391891891891891, 9.40692023773423, 0.055487103496864004, 103.0, 0
729, 945, 11, 0, 0, 0, 0, 0, 0, 0.04758833008269522, 110.0, 0
50, 1151, 12, 43.5, 39.071067571640015, 1.0, 0.359504132231405, 0.6126760563380281, 7.442171739215616, 0.04549708510411711, 99.0, 0
797, 405, 16, 88.0, 50.14213526248932, 1.0, 0.39111111111111113, 0.7857142857142857, 10.585134856802455, 0.09093901168246574, 72.0, 0
590, 429, 18, 178.5, 55.899494767189026, 0.7647058823529411, 0.8076923076923077, 0.9596774193548387, 15.07558485549488, 0.0410044099426021, 118.0, 0
723, 512, 19, 28.0, 24.485281109809875, 0.6, 0.4666666666666667, 0.9032258064516129, 5.970821321441846, 0.03919886149850715, 112.0, 0
865, 788, 11, 41.5, 29.899494767189026, 1.0, 0.5123456790123457, 0.8924731182795699, 7.269074295019226, 0.0617118023157104, 138.0, 0
820, 546, 18, 0, 0, 0, 0, 0, 0, 0.07341019926575452, 104.0, 0
60, 576, 14, 0.5, 7.414213538169861, 1.0, 0.05555555555555555, 0.25, 0.7978845608028654, 0.034781571815718164, 99.0, 0
1024, 401, 18, 34.5, 43.55634891986847, 1.5, 0.359375, 0.5390625, 6.627726932618989, 0.03896305339609621, 70.0, 0
80, 256, 9, 0, 0, 0, 0, 0, 0, 0.0837145982761684, 57.0, 0
591, 1305, 14, 89.0, 42.485281229019165, 0.7692307692307693, 0.6846153846153846, 0.8944723618090452, 10.645107772184812, 0.050703819444444444, 87.0, 0
64, 336, 9, 0, 0, 0, 0, 0, 0, 0.0742640660564124, 74.0, 0
826, 887, 13, 46.0, 46.14213538169861, 1.0, 0.38016528925619836, 0.5508982035928144, 7.653039857325812, 0.061800739087948926, 93.0, 0
840, 922, 9, 12.5, 23.071067690849304, 1.0, 0.25510204081632654, 0.5952380952380952, 3.989422804014327, 0.10481999810416655, 104.0, 0
879, 582, 8, 12.0, 16.82842707633972, 1.75, 0.42857142857142855, 0.8571428571428571, 3.9088200952233594, 0.0638294968327577, 95.0, 0
239, 1351, 13, 40.0, 29.656854152679443, 0.6363636363636364, 0.5194805194805194, 0.898876404494382, 7.136496464611085, 0.06608425916289896, 79.0, 0
247, 1065, 8, 15.5, 17.41421353816986, 1.75, 0.5535714285714286, 0.9393939393939394, 4.442433223290478, 0.04561578360768176, 126.0, 0
196, 964, 9, 19.0, 21.656854152679443, 1.0, 0.3877551020408163, 0.76, 4.918490759365935, 0.04022396325810852, 150.0, 0
